,dataset,embed_model,fm,fold,framework,model_name,prec,rec,vector_name,ds_size
61,EN-FR(V1),,0.9528638458251951,2,DeepMatcher,,0.9396295928955078,0.9664762115478516,,15K
62,EN-FR(V1),,0.9541930389404295,3,DeepMatcher,,0.9531502532958984,0.9552381134033204,,15K
63,EN-FR(V1),,0.9530352783203123,4,DeepMatcher,,0.9419535064697265,0.9643809509277343,,15K
64,EN-FR(V1),,0.95486572265625,5,DeepMatcher,,0.9546839141845704,0.955047607421875,,15K
65,EN-FR(V2),,0.9664958190917968,1,DeepMatcher,,0.9632047271728515,0.9698094940185549,,15K
66,EN-FR(V2),,0.9710662841796877,2,DeepMatcher,,0.9720393371582031,0.97009521484375,,15K
67,EN-FR(V2),,0.9680078887939452,3,DeepMatcher,,0.9634870910644531,0.9725714111328123,,15K
68,EN-FR(V2),,0.9694149780273438,4,DeepMatcher,,0.9668434906005859,0.9719999694824221,,15K
69,EN-FR(V2),,0.9674555206298828,5,DeepMatcher,,0.9597039031982422,0.9753333282470704,,15K
70,EN-FR(V1),,0.9559197998046877,1,DeepMatcher,,0.959074478149414,0.9527857208251952,,100K
71,EN-FR(V1),,0.9558853912353515,2,DeepMatcher,,0.9554283905029295,0.9563428497314451,,100K
72,EN-FR(V1),,0.9560854339599609,3,DeepMatcher,,0.9623957824707031,0.949857177734375,,100K
73,EN-FR(V1),,0.9567086791992188,4,DeepMatcher,,0.9598521423339844,0.9535857391357422,,100K
74,EN-FR(V1),,0.957010498046875,5,DeepMatcher,,0.9508164215087891,0.9632857513427734,,100K
75,EN-FR(V2),,0.9640464019775391,1,DeepMatcher,,0.9588356018066406,0.9693142700195313,,100K
76,EN-FR(V2),,0.9694256591796876,2,DeepMatcher,,0.967714385986328,0.9711428833007812,,100K
77,EN-FR(V2),,0.9678333282470705,3,DeepMatcher,,0.9696305084228516,0.9660428619384765,,100K
78,EN-FR(V2),,0.9679646301269531,4,DeepMatcher,,0.962617645263672,0.9733714294433594,,100K
79,EN-FR(V2),,0.970714340209961,5,DeepMatcher,,0.9728524017333985,0.9685857391357422,,100K
0,D-W(V1),,0.8366670017087144,1,Magellan XGBoost,XGBoost,0.8857203660353267,0.7927619047619048,,15K
1,D-W(V1),,0.822548432194927,1,Magellan RF,RF,0.8645046179680941,0.7844761904761904,,15K
2,D-W(V1),,0.8360006020167561,2,Magellan XGBoost,XGBoost,0.8832820947736669,0.7935238095238095,,15K
3,D-W(V1),,0.8216684512800545,2,Magellan RF,RF,0.8402349193708939,0.8039047619047619,,15K
4,D-W(V1),,0.8387463210615996,3,Magellan XGBoost,XGBoost,0.9159806022329988,0.7735238095238095,,15K
5,D-W(V1),,0.8300757685439891,3,Magellan RF,RF,0.8414049505919186,0.8190476190476189,,15K
6,D-W(V1),,0.8339548373731095,4,Magellan XGBoost,XGBoost,0.9140554041780201,0.7667619047619048,,15K
7,D-W(V1),,0.8154791398275691,4,Magellan RF,RF,0.8499277008882462,0.7837142857142857,,15K
8,D-W(V1),,0.8387257341961174,5,Magellan XGBoost,XGBoost,0.87851929092805,0.8023809523809524,,15K
9,D-W(V1),,0.8220322327044025,5,Magellan RF,RF,0.849066179455948,0.7966666666666666,,15K
10,D-W(V2),,0.8631704055860941,1,Magellan XGBoost,XGBoost,0.8991024450634478,0.83,,15K
11,D-W(V2),,0.8477453580901857,1,Magellan RF,RF,0.8587200781631656,0.8370476190476189,,15K
12,D-W(V2),,0.8650946660734589,2,Magellan XGBoost,XGBoost,0.8993730085311954,0.8333333333333334,,15K
13,D-W(V2),,0.8489402697495182,2,Magellan RF,RF,0.8588693957115009,0.8392380952380952,,15K
14,D-W(V2),,0.8649194566479825,3,Magellan XGBoost,XGBoost,0.9205632591637106,0.8156190476190476,,15K
15,D-W(V2),,0.8524285154719937,3,Magellan RF,RF,0.8771664651350262,0.8290476190476189,,15K
16,D-W(V2),,0.8607711138310893,4,Magellan XGBoost,XGBoost,0.926548089591568,0.8037142857142857,,15K
17,D-W(V2),,0.8459122583177937,4,Magellan RF,RF,0.8725450496051832,0.8208571428571428,,15K
18,D-W(V2),,0.861549388666227,5,Magellan XGBoost,XGBoost,0.9218325914667246,0.8086666666666666,,15K
19,D-W(V2),,0.845075924027147,5,Magellan RF,RF,0.867047390041078,0.8241904761904761,,15K
20,D-Y(V1),,0.9707856487517504,1,Magellan XGBoost,XGBoost,0.984621412479185,0.9573333333333334,,15K
21,D-Y(V1),,0.9708494208494208,1,Magellan RF,RF,0.9841487279843444,0.957904761904762,,15K
22,D-Y(V1),,0.9738462996304368,2,Magellan XGBoost,XGBoost,0.9689798227418442,0.9787619047619048,,15K
23,D-Y(V1),,0.973264562532532,2,Magellan RF,RF,0.9671776544719269,0.9794285714285714,,15K
24,D-Y(V1),,0.9722476953520924,3,Magellan XGBoost,XGBoost,0.9856150308249341,0.9592380952380952,,15K
25,D-Y(V1),,0.9715304205404884,3,Magellan RF,RF,0.9829418071936836,0.9603809523809524,,15K
26,D-Y(V1),,0.9729269216205982,4,Magellan XGBoost,XGBoost,0.9670681219420401,0.9788571428571428,,15K
27,D-Y(V1),,0.9723114723114724,4,Magellan RF,RF,0.9648349587396852,0.9799047619047621,,15K
28,D-Y(V1),,0.9727600607441156,5,Magellan XGBoost,XGBoost,0.969447597427166,0.976095238095238,,15K
29,D-Y(V1),,0.9710364410790346,5,Magellan RF,RF,0.965098777046096,0.9770476190476189,,15K
30,D-Y(V2),,0.9742055009263216,1,Magellan XGBoost,XGBoost,0.9718510093829968,0.9765714285714284,,15K
31,D-Y(V2),,0.9743736033851568,1,Magellan RF,RF,0.9728472420013292,0.975904761904762,,15K
32,D-Y(V2),,0.97361350988294,2,Magellan XGBoost,XGBoost,0.9809551430781128,0.9663809523809525,,15K
33,D-Y(V2),,0.9745061462668004,2,Magellan RF,RF,0.9788603824348996,0.9701904761904762,,15K
34,D-Y(V2),,0.9743346007604564,3,Magellan XGBoost,XGBoost,0.9724857685009488,0.9761904761904762,,15K
35,D-Y(V2),,0.9751399563525952,3,Magellan RF,RF,0.9715447154471544,0.9787619047619048,,15K
36,D-Y(V2),,0.9746129435522648,4,Magellan XGBoost,XGBoost,0.9841716838221014,0.9652380952380952,,15K
37,D-Y(V2),,0.9730299401197604,4,Magellan RF,RF,0.9788915662650602,0.9672380952380952,,15K
38,D-Y(V2),,0.9761384161992585,5,Magellan XGBoost,XGBoost,0.9743784399316758,0.977904761904762,,15K
39,D-Y(V2),,0.9752301414064724,5,Magellan RF,RF,0.9718176659731416,0.9786666666666668,,15K
40,EN-FR(V1),,0.9526801492244256,1,Magellan XGBoost,XGBoost,0.9829821717990276,0.9241904761904762,,15K
41,EN-FR(V1),,0.9515513360086132,1,Magellan RF,RF,0.9786591503925912,0.925904761904762,,15K
42,EN-FR(V1),,0.9516049867478158,2,Magellan XGBoost,XGBoost,0.9817703058537574,0.9232380952380952,,15K
43,EN-FR(V1),,0.9488636363636364,2,Magellan RF,RF,0.9768051633723276,0.9224761904761904,,15K
44,EN-FR(V1),,0.9538295471272262,3,Magellan XGBoost,XGBoost,0.9837061026211922,0.9257142857142856,,15K
45,EN-FR(V1),,0.9510202084454666,3,Magellan RF,RF,0.977961155278253,0.9255238095238096,,15K
46,EN-FR(V1),,0.9525121795187244,4,Magellan XGBoost,XGBoost,0.9854393646268199,0.9217142857142856,,15K
47,EN-FR(V1),,0.950465914664051,4,Magellan RF,RF,0.9797775530839232,0.9228571428571428,,15K
48,EN-FR(V1),,0.9537674601613221,5,Magellan XGBoost,XGBoost,0.9861676159479252,0.9234285714285714,,15K
49,EN-FR(V1),,0.950909715070374,5,Magellan RF,RF,0.9801840056617128,0.9233333333333332,,15K
50,EN-FR(V2),,0.9709644472545108,1,Magellan XGBoost,XGBoost,0.992147897823278,0.9506666666666668,,15K
51,EN-FR(V2),,0.970430891936582,1,Magellan RF,RF,0.9915523752733056,0.950190476190476,,15K
52,EN-FR(V2),,0.9701368928728016,2,Magellan XGBoost,XGBoost,0.99301884910741,0.9482857142857144,,15K
53,EN-FR(V2),,0.9704649575982064,2,Magellan RF,RF,0.9938111399480934,0.948190476190476,,15K
54,EN-FR(V2),,0.970931363017694,3,Magellan XGBoost,XGBoost,0.9915607625099284,0.9511428571428572,,15K
55,EN-FR(V2),,0.9699178694659086,3,Magellan RF,RF,0.9902748833978366,0.9503809523809524,,15K
56,EN-FR(V2),,0.9703645934880094,4,Magellan XGBoost,XGBoost,0.9938099041533548,0.948,,15K
57,EN-FR(V2),,0.9699244455276628,4,Magellan RF,RF,0.9934098851722416,0.9475238095238095,,15K
58,EN-FR(V2),,0.971481499536879,5,Magellan XGBoost,XGBoost,0.9951063617297512,0.948952380952381,,15K
59,EN-FR(V2),,0.9705710387838627,5,Magellan RF,RF,0.9936153232242618,0.9485714285714286,,15K
60,EN-DE(V1),,0.9690771852934016,1,Magellan XGBoost,XGBoost,0.9915296462381664,0.9476190476190476,,15K
61,EN-DE(V1),,0.9621146225959216,1,Magellan RF,RF,0.9765548361781441,0.948095238095238,,15K
62,EN-DE(V1),,0.9673138842813932,2,Magellan XGBoost,XGBoost,0.9915983196639327,0.944190476190476,,15K
63,EN-DE(V1),,0.9622229765772756,2,Magellan RF,RF,0.9802391068076276,0.9448571428571428,,15K
64,EN-DE(V1),,0.9640975609756096,3,Magellan XGBoost,XGBoost,0.9882,0.9411428571428572,,15K
65,EN-DE(V1),,0.9599417334304442,3,Magellan RF,RF,0.9791976225854384,0.9414285714285714,,15K
66,EN-DE(V1),,0.9658327655018007,4,Magellan XGBoost,XGBoost,0.9876567788174396,0.9449523809523811,,15K
67,EN-DE(V1),,0.9599264350014519,4,Magellan RF,RF,0.9758905727219052,0.9444761904761904,,15K
68,EN-DE(V1),,0.9660892900707488,5,Magellan XGBoost,XGBoost,0.990495247623812,0.9428571428571428,,15K
69,EN-DE(V1),,0.9582749117632836,5,Magellan RF,RF,0.973190611803987,0.9438095238095238,,15K
70,EN-DE(V2),,0.9732931921919006,1,Magellan XGBoost,XGBoost,0.9928670497325144,0.9544761904761904,,15K
71,EN-DE(V2),,0.9692575406032482,1,Magellan RF,RF,0.9840989399293286,0.9548571428571428,,15K
72,EN-DE(V2),,0.973709740007761,2,Magellan XGBoost,XGBoost,0.992190589165678,0.955904761904762,,15K
73,EN-DE(V2),,0.9705853894533141,2,Magellan RF,RF,0.9863323500491642,0.9553333333333334,,15K
74,EN-DE(V2),,0.9711982126378164,3,Magellan XGBoost,XGBoost,0.990980275547626,0.952190476190476,,15K
75,EN-DE(V2),,0.9687439520030966,3,Magellan RF,RF,0.9845594020456334,0.9534285714285714,,15K
76,EN-DE(V2),,0.9737657308809292,4,Magellan XGBoost,XGBoost,0.9900590551181102,0.958,,15K
77,EN-DE(V2),,0.9683257918552036,4,Magellan RF,RF,0.9789760560638504,0.957904761904762,,15K
78,EN-DE(V2),,0.9736458232033454,5,Magellan XGBoost,XGBoost,0.9946354063182992,0.9535238095238096,,15K
79,EN-DE(V2),,0.9713287731043516,5,Magellan RF,RF,0.9899139721150992,0.9534285714285714,,15K
0,D-W(V1),,0.8154707603258989,1,Magellan XGBoost,XGBoost,0.9070963678353978,0.7406571428571429,,100K
1,D-W(V1),,0.8116762300848981,1,Magellan RF,RF,0.8963361994544008,0.7416285714285714,,100K
2,D-W(V1),,0.8151301059360585,2,Magellan XGBoost,XGBoost,0.9134351117967268,0.7359285714285714,,100K
3,D-W(V1),,0.8178736284525161,2,Magellan RF,RF,0.8695253419147224,0.7720142857142858,,100K
4,D-W(V1),,0.8164256505867424,3,Magellan XGBoost,XGBoost,0.9038401498595068,0.7444285714285714,,100K
5,D-W(V1),,0.8163832695881911,3,Magellan RF,RF,0.8827857688602465,0.7592714285714286,,100K
6,D-W(V1),,0.8200305975800096,4,Magellan XGBoost,XGBoost,0.8930194204166807,0.7580714285714286,,100K
7,D-W(V1),,0.8150497936896969,4,Magellan RF,RF,0.8915869137310799,0.7506142857142857,,100K
8,D-W(V1),,0.8192376901684935,5,Magellan XGBoost,XGBoost,0.9008274373426072,0.7512,,100K
9,D-W(V1),,0.8144888023369036,5,Magellan RF,RF,0.8955888650963597,0.7468571428571429,,100K
10,D-W(V2),,0.8356109671002655,1,Magellan XGBoost,XGBoost,0.9247542944306738,0.7621428571428571,,100K
11,D-W(V2),,0.8310591193425734,1,Magellan RF,RF,0.8967211487559555,0.7743571428571429,,100K
12,D-W(V2),,0.8335052351929988,2,Magellan XGBoost,XGBoost,0.9199034149706796,0.7619428571428571,,100K
13,D-W(V2),,0.8297431206646847,2,Magellan RF,RF,0.8894754044778559,0.7775285714285715,,100K
14,D-W(V2),,0.8346524030911325,3,Magellan XGBoost,XGBoost,0.9156176440487156,0.7668428571428572,,100K
15,D-W(V2),,0.8281539977240964,3,Magellan RF,RF,0.8897385824704203,0.7745428571428571,,100K
16,D-W(V2),,0.8329404762837028,4,Magellan XGBoost,XGBoost,0.9217463646290102,0.7597428571428572,,100K
17,D-W(V2),,0.8291026702228763,4,Magellan RF,RF,0.894387856339705,0.7727,,100K
18,D-W(V2),,0.83137694487642,5,Magellan XGBoost,XGBoost,0.9290742603080506,0.7522714285714286,,100K
19,D-W(V2),,0.8296675191815857,5,Magellan RF,RF,0.8909895876035091,0.7762428571428571,,100K
20,D-Y(V1),,0.9836358913677165,1,Magellan XGBoost,XGBoost,0.9937022566913524,0.9737714285714286,,100K
21,D-Y(V1),,0.9825835693234468,1,Magellan RF,RF,0.9913197725983978,0.9740000000000001,,100K
22,D-Y(V1),,0.9839412477636058,2,Magellan XGBoost,XGBoost,0.9938644048035444,0.9742142857142856,,100K
23,D-Y(V1),,0.9824890105930676,2,Magellan RF,RF,0.9912752653773448,0.9738571428571428,,100K
24,D-Y(V1),,0.9828593689131282,3,Magellan XGBoost,XGBoost,0.9927570025357778,0.9731571428571428,,100K
25,D-Y(V1),,0.9819465965190444,3,Magellan RF,RF,0.9908370300341792,0.9732142857142856,,100K
26,D-Y(V1),,0.9834931345960836,4,Magellan XGBoost,XGBoost,0.9800956204690228,0.9869142857142856,,100K
27,D-Y(V1),,0.98296743544338,4,Magellan RF,RF,0.9787008058006316,0.9872714285714286,,100K
28,D-Y(V1),,0.9828066579087932,5,Magellan XGBoost,XGBoost,0.9932596072481108,0.9725714285714284,,100K
29,D-Y(V1),,0.9817636736926608,5,Magellan RF,RF,0.9764707544903409,0.9871142857142856,,100K
30,D-Y(V2),,0.9850037437159056,1,Magellan XGBoost,XGBoost,0.9833558766996512,0.9866571428571428,,100K
31,D-Y(V2),,0.984076773462714,1,Magellan RF,RF,0.9815522803825985,0.9866142857142856,,100K
32,D-Y(V2),,0.9847283195394028,2,Magellan XGBoost,XGBoost,0.9922262509064542,0.9773428571428572,,100K
33,D-Y(V2),,0.9834986344688804,2,Magellan RF,RF,0.9896152733584032,0.9774571428571428,,100K
34,D-Y(V2),,0.984690903071176,3,Magellan XGBoost,XGBoost,0.9922828089414972,0.9772142857142856,,100K
35,D-Y(V2),,0.9838576307747618,3,Magellan RF,RF,0.9904451682953312,0.9773571428571428,,100K
36,D-Y(V2),,0.9848137004662836,4,Magellan XGBoost,XGBoost,0.9830054940362664,0.9866285714285714,,100K
37,D-Y(V2),,0.9834991489634446,4,Magellan RF,RF,0.9805870741440276,0.9864285714285714,,100K
38,D-Y(V2),,0.984670424823792,5,Magellan XGBoost,XGBoost,0.9824509009201188,0.9869,,100K
39,D-Y(V2),,0.9830870267462628,5,Magellan RF,RF,0.9793034035978057,0.9869,,100K
40,EN-FR(V1),,0.9469308226614906,1,Magellan XGBoost,XGBoost,0.9875748456550741,0.9095,,100K
41,EN-FR(V1),,0.946481341233424,1,Magellan RF,RF,0.985390062150212,0.9105285714285716,,100K
42,EN-FR(V1),,0.9472006435131048,2,Magellan XGBoost,XGBoost,0.9894807276348754,0.9083857142857142,,100K
43,EN-FR(V1),,0.9455907438997254,2,Magellan RF,RF,0.98329477093938,0.9106714285714286,,100K
44,EN-FR(V1),,0.9465364808144554,3,Magellan XGBoost,XGBoost,0.9879139998757224,0.9084857142857145,,100K
45,EN-FR(V1),,0.9450802273975448,3,Magellan RF,RF,0.9834574155880264,0.9095857142857144,,100K
46,EN-FR(V1),,0.9460845708832826,4,Magellan XGBoost,XGBoost,0.9893351627790944,0.9064571428571429,,100K
47,EN-FR(V1),,0.9448376770475122,4,Magellan RF,RF,0.9840189359365088,0.9086571428571428,,100K
48,EN-FR(V1),,0.9457554900032776,5,Magellan XGBoost,XGBoost,0.9881234045202664,0.9068714285714286,,100K
49,EN-FR(V1),,0.9442130815313008,5,Magellan RF,RF,0.9828153734410978,0.9085285714285716,,100K
50,EN-FR(V2),,0.9639266792879262,1,Magellan XGBoost,XGBoost,0.9909924861945141,0.9383,,100K
51,EN-FR(V2),,0.961675944916496,1,Magellan RF,RF,0.9868310282621768,0.9377714285714286,,100K
52,EN-FR(V2),,0.9629684066640699,2,Magellan XGBoost,XGBoost,0.9915850650038592,0.9359571428571428,,100K
53,EN-FR(V2),,0.9613424924671744,2,Magellan RF,RF,0.9873800882490248,0.9366428571428572,,100K
54,EN-FR(V2),,0.962837267044244,3,Magellan XGBoost,XGBoost,0.9910027067487259,0.9362285714285714,,100K
55,EN-FR(V2),,0.9611773587118242,3,Magellan RF,RF,0.9869207266597432,0.9367428571428572,,100K
56,EN-FR(V2),,0.9632779564917228,4,Magellan XGBoost,XGBoost,0.9912482239487288,0.9368428571428572,,100K
57,EN-FR(V2),,0.9610281072680088,4,Magellan RF,RF,0.987034304129145,0.9363571428571428,,100K
58,EN-FR(V2),,0.9634529032637374,5,Magellan XGBoost,XGBoost,0.9920994082123776,0.9364142857142858,,100K
59,EN-FR(V2),,0.9615096885863904,5,Magellan RF,RF,0.9879872185210864,0.9364142857142858,,100K
60,EN-DE(V1),,0.9675298106149169,1,Magellan XGBoost,XGBoost,0.990218951902369,0.9458571428571428,,100K
61,EN-DE(V1),,0.9665460593504712,1,Magellan RF,RF,0.987552918728758,0.9464142857142858,,100K
62,EN-DE(V1),,0.9665981613264194,2,Magellan XGBoost,XGBoost,0.9902890797104708,0.9440142857142856,,100K
63,EN-DE(V1),,0.9652856850894864,2,Magellan RF,RF,0.9868664557339859,0.9446285714285716,,100K
64,EN-DE(V1),,0.9679607109448084,3,Magellan XGBoost,XGBoost,0.9909025616471152,0.9460571428571428,,100K
65,EN-DE(V1),,0.9663695122485008,3,Magellan RF,RF,0.9874176332031368,0.9462,,100K
66,EN-DE(V1),,0.9676834439797618,4,Magellan XGBoost,XGBoost,0.9910741029173904,0.9453714285714284,,100K
67,EN-DE(V1),,0.9655237775849876,4,Magellan RF,RF,0.9858859261244362,0.9459857142857144,,100K
68,EN-DE(V1),,0.9676677578340692,5,Magellan XGBoost,XGBoost,0.9927424080780154,0.9438285714285716,,100K
69,EN-DE(V1),,0.9659399748677636,5,Magellan RF,RF,0.98850110652551,0.9443857142857144,,100K
70,EN-DE(V2),,0.9684033244242668,1,Magellan XGBoost,XGBoost,0.9933899196274318,0.9446428571428572,,100K
71,EN-DE(V2),,0.9659678419076092,1,Magellan RF,RF,0.9865792805541074,0.9462,,100K
72,EN-DE(V2),,0.9688619776812484,2,Magellan XGBoost,XGBoost,0.9924789500494412,0.9463428571428572,,100K
73,EN-DE(V2),,0.9660293217523098,2,Magellan RF,RF,0.9858855375096676,0.9469571428571428,,100K
74,EN-DE(V2),,0.9682817128021356,3,Magellan XGBoost,XGBoost,0.9919682325616244,0.9457,,100K
75,EN-DE(V2),,0.9649218585082144,3,Magellan RF,RF,0.9836892800427433,0.9468571428571428,,100K
76,EN-DE(V2),,0.9683345277968729,4,Magellan XGBoost,XGBoost,0.9919690749453118,0.9458,,100K
77,EN-DE(V2),,0.9647791512364766,4,Magellan RF,RF,0.9830385339599982,0.9471857142857144,,100K
78,EN-DE(V2),,0.9686402978402188,5,Magellan XGBoost,XGBoost,0.9945221147045102,0.9440714285714286,,100K
79,EN-DE(V2),,0.9660636124890576,5,Magellan RF,RF,0.9870900417412044,0.9459142857142856,,100K
