,model_name,vector_name,dataset,embed_model,fm,prec,rec,fold,ds_size
0,MLP,OnlyEmb,EN-FR(V2),RDGCN,0.9221307409979168,0.9621196439660524,0.8853333333333333,5,15K
3,MLP,SimAndEmb,EN-FR(V2),RDGCN,0.9528382618617476,0.9513005505980634,0.9543809523809524,5,15K
45,RF,OnlyEmb,EN-FR(V2),RDGCN,0.9546364568582449,0.9795570698466779,0.9309523809523811,5,15K
48,RF,SimAndEmb,EN-FR(V2),RDGCN,0.9752475247524752,0.9943586698337292,0.9568571428571429,5,15K
0,MLP,OnlyEmb,EN-FR(V2),MultiKE,0.9767308244757252,0.9820912767186596,0.9714285714285714,5,15K
3,MLP,SimAndEmb,EN-FR(V2),MultiKE,0.9748909355307804,0.9926949654491608,0.9577142857142856,5,15K
45,RF,OnlyEmb,EN-FR(V2),MultiKE,0.9784869639549792,0.9758454106280192,0.9811428571428572,5,15K
48,RF,SimAndEmb,EN-FR(V2),MultiKE,0.9869481765834932,0.9945841392649905,0.9794285714285714,5,15K
0,MLP,OnlyEmb,D-W(V1),BootEA,0.8798067308230739,0.9997091279291728,0.7855857142857143,1,100K
3,MLP,SimAndEmb,D-W(V1),BootEA,0.8826341284345098,0.9998553580791552,0.7900142857142857,1,100K
45,RF,OnlyEmb,D-W(V1),BootEA,0.8313509452860899,0.9998996084730448,0.7114285714285714,1,100K
48,RF,SimAndEmb,D-W(V1),BootEA,0.8784305557780733,0.9999088156982894,0.7832714285714286,1,100K
0,MLP,OnlyEmb,D-W(V1),RDGCN,0.6433534177069219,0.9827662135580284,0.4782,1,100K
3,MLP,SimAndEmb,D-W(V1),RDGCN,0.6708494117425063,0.9878025061821012,0.5078857142857143,1,100K
45,RF,OnlyEmb,D-W(V1),RDGCN,0.5451766164015699,0.984041759880686,0.3770285714285713,1,100K
48,RF,SimAndEmb,D-W(V1),RDGCN,0.7289415381832978,0.9931008993470494,0.5757857142857142,1,100K
0,MLP,OnlyEmb,D-W(V1),MultiKE,0.8930387623100677,0.965917777260793,0.8303857142857143,1,100K
3,MLP,SimAndEmb,D-W(V1),MultiKE,0.8436600963356293,0.9934376088892328,0.7331285714285715,1,100K
45,RF,OnlyEmb,D-W(V1),MultiKE,0.873741285824942,0.965870366205954,0.7976571428571428,1,100K
48,RF,SimAndEmb,D-W(V1),MultiKE,0.8371683019862748,0.9888289901329234,0.7258428571428571,1,100K
0,MLP,OnlyEmb,D-W(V1),BootEA,0.8659972467406268,0.9996447934193308,0.7638714285714285,2,100K
3,MLP,SimAndEmb,D-W(V1),BootEA,0.8909602058998217,0.9996090626388272,0.8036142857142857,2,100K
45,RF,OnlyEmb,D-W(V1),BootEA,0.8202674125685592,0.9997330211734746,0.6954285714285714,2,100K
48,RF,SimAndEmb,D-W(V1),BootEA,0.8625160441274431,0.9997928358883572,0.7583857142857143,2,100K
0,MLP,OnlyEmb,D-W(V1),RDGCN,0.6786763814126187,0.9780323196472264,0.5196285714285714,2,100K
3,MLP,SimAndEmb,D-W(V1),RDGCN,0.7220473295701261,0.984338003157064,0.5701285714285714,2,100K
45,RF,OnlyEmb,D-W(V1),RDGCN,0.574080988082865,0.9774921823992304,0.40637142857142855,2,100K
48,RF,SimAndEmb,D-W(V1),RDGCN,0.741053535642714,0.9913826120260436,0.5916571428571429,2,100K
0,MLP,OnlyEmb,D-W(V1),MultiKE,0.8111216355543633,0.9814195014097647,0.6911857142857143,2,100K
3,MLP,SimAndEmb,D-W(V1),MultiKE,0.8965276701286622,0.979922060318536,0.8262142857142857,2,100K
45,RF,OnlyEmb,D-W(V1),MultiKE,0.8671769614455562,0.961361897475134,0.7898,2,100K
48,RF,SimAndEmb,D-W(V1),MultiKE,0.8307023129274202,0.9862357399516974,0.7175428571428571,2,100K
0,MLP,OnlyEmb,D-W(V1),BootEA,0.8625896534078449,0.9997175832658672,0.7585428571428572,3,100K
3,MLP,SimAndEmb,D-W(V1),BootEA,0.8734864636550143,0.9998158209779906,0.7755,3,100K
45,RF,OnlyEmb,D-W(V1),BootEA,0.8155592778708356,0.9999170227772476,0.6886,3,100K
48,RF,SimAndEmb,D-W(V1),BootEA,0.8617073170731708,0.9999056603773584,0.7570714285714286,3,100K
0,MLP,OnlyEmb,D-W(V1),RDGCN,0.6652198528024155,0.9797109505280712,0.5035714285714286,3,100K
3,MLP,SimAndEmb,D-W(V1),RDGCN,0.7194065852353618,0.9848548799563026,0.5666714285714286,3,100K
45,RF,OnlyEmb,D-W(V1),RDGCN,0.5660776594337799,0.9831101374509734,0.3974714285714286,3,100K
48,RF,SimAndEmb,D-W(V1),RDGCN,0.7434090036003679,0.992201845801636,0.5943714285714286,3,100K
0,MLP,OnlyEmb,D-W(V1),MultiKE,0.8694959249528588,0.9710293055139478,0.7871857142857143,3,100K
3,MLP,SimAndEmb,D-W(V1),MultiKE,0.8560476863356559,0.9918702246979564,0.7529428571428571,3,100K
45,RF,OnlyEmb,D-W(V1),MultiKE,0.8695250184131759,0.9628813382848019,0.7926714285714286,3,100K
48,RF,SimAndEmb,D-W(V1),MultiKE,0.8346485260770976,0.9870502194051682,0.7230142857142857,3,100K
0,MLP,OnlyEmb,D-W(V1),BootEA,0.8668490135465389,0.9997386792100644,0.7651428571428571,4,100K
3,MLP,SimAndEmb,D-W(V1),BootEA,0.8831585244267199,0.999783295711061,0.7909,4,100K
45,RF,OnlyEmb,D-W(V1),BootEA,0.8210102643123586,0.9998154262627921,0.6964571428571429,4,100K
48,RF,SimAndEmb,D-W(V1),BootEA,0.8933304881807621,0.9997523482690912,0.8073857142857143,4,100K
0,MLP,OnlyEmb,D-W(V1),RDGCN,0.6367927265693006,0.9858939802336028,0.4702714285714286,4,100K
3,MLP,SimAndEmb,D-W(V1),RDGCN,0.7214210659806515,0.985765917417566,0.5688714285714286,4,100K
45,RF,OnlyEmb,D-W(V1),RDGCN,0.5612301157828102,0.9836089041586142,0.3926285714285713,4,100K
48,RF,SimAndEmb,D-W(V1),RDGCN,0.7339652704636906,0.9922116484532819,0.5823857142857143,4,100K
0,MLP,OnlyEmb,D-W(V1),MultiKE,0.8444516679533541,0.9793044953350296,0.7422428571428571,4,100K
3,MLP,SimAndEmb,D-W(V1),MultiKE,0.8832809066911148,0.9885539397799242,0.7982714285714285,4,100K
45,RF,OnlyEmb,D-W(V1),MultiKE,0.873914743840438,0.9656871218668972,0.7980714285714285,4,100K
48,RF,SimAndEmb,D-W(V1),MultiKE,0.8327091445720382,0.9883038640422316,0.7194428571428572,4,100K
0,MLP,OnlyEmb,D-W(V1),BootEA,0.8666035338205894,0.9997198827242338,0.7647714285714285,5,100K
3,MLP,SimAndEmb,D-W(V1),BootEA,0.8721455670202741,0.9997968568209941,0.7734,5,100K
45,RF,OnlyEmb,D-W(V1),BootEA,0.8125916942986287,0.9998121830589121,0.6844285714285714,5,100K
48,RF,SimAndEmb,D-W(V1),BootEA,0.8867776019844329,0.9998207210598969,0.7967,5,100K
0,MLP,OnlyEmb,D-W(V1),RDGCN,0.6029815264226636,0.9832660313358101,0.4348142857142857,5,100K
3,MLP,SimAndEmb,D-W(V1),RDGCN,0.6925620293962379,0.9846206515155506,0.5341285714285714,5,100K
45,RF,OnlyEmb,D-W(V1),RDGCN,0.5357555086464172,0.9844842740856804,0.36801428571428574,5,100K
48,RF,SimAndEmb,D-W(V1),RDGCN,0.7150117922372342,0.992765395745545,0.5587,5,100K
0,MLP,OnlyEmb,D-W(V1),MultiKE,0.8322969104728062,0.9809974404715736,0.7227428571428571,5,100K
3,MLP,SimAndEmb,D-W(V1),MultiKE,0.8609871272397955,0.9919511104486509,0.7605714285714286,5,100K
45,RF,OnlyEmb,D-W(V1),MultiKE,0.8717093153496096,0.9648870316103414,0.7949428571428572,5,100K
48,RF,SimAndEmb,D-W(V1),MultiKE,0.8291469371169842,0.9882187827393308,0.7141857142857143,5,100K
0,MLP,OnlyEmb,D-W(V2),BootEA,0.9508606870514916,0.9995432927021324,0.9067,1,100K
3,MLP,SimAndEmb,D-W(V2),BootEA,0.9618273073016674,0.9997225946645708,0.9267,1,100K
45,RF,OnlyEmb,D-W(V2),BootEA,0.9061652984229396,0.9996897781914068,0.8286428571428571,1,100K
48,RF,SimAndEmb,D-W(V2),BootEA,0.9473383501605034,0.9998095812374046,0.9001,1,100K
0,MLP,OnlyEmb,D-W(V2),RDGCN,0.5789186457806973,0.9893609671848014,0.4091714285714286,1,100K
3,MLP,SimAndEmb,D-W(V2),RDGCN,0.7207735609224623,0.988863976083707,0.5670428571428572,1,100K
45,RF,OnlyEmb,D-W(V2),RDGCN,0.5766433708092779,0.9908109989557954,0.4066571428571429,1,100K
48,RF,SimAndEmb,D-W(V2),RDGCN,0.7508947490251243,0.9964321156845141,0.6024428571428572,1,100K
0,MLP,OnlyEmb,D-W(V2),MultiKE,0.9041903656413232,0.9864415365132968,0.8346,1,100K
3,MLP,SimAndEmb,D-W(V2),MultiKE,0.9594978526593988,0.9869213924337386,0.9335571428571428,1,100K
45,RF,OnlyEmb,D-W(V2),MultiKE,0.9583771643021636,0.9536864143043059,0.9631142857142856,1,100K
48,RF,SimAndEmb,D-W(V2),MultiKE,0.9252892335974354,0.988027449262666,0.8700428571428571,1,100K
0,MLP,OnlyEmb,D-W(V2),BootEA,0.9570217647146454,0.9998132411989916,0.9177428571428572,2,100K
3,MLP,SimAndEmb,D-W(V2),BootEA,0.9645466646945718,0.9998926709598284,0.9316142857142856,2,100K
45,RF,OnlyEmb,D-W(V2),BootEA,0.9164093396175308,0.9998817827166332,0.8458,2,100K
48,RF,SimAndEmb,D-W(V2),BootEA,0.9525783067635201,0.9999057685361142,0.9095285714285716,2,100K
0,MLP,OnlyEmb,D-W(V2),RDGCN,0.6187483454746894,0.9862782483668302,0.4507714285714286,2,100K
3,MLP,SimAndEmb,D-W(V2),RDGCN,0.7510496200109834,0.9882978227423191,0.6056571428571429,2,100K
45,RF,OnlyEmb,D-W(V2),RDGCN,0.6261725117373182,0.9884441157437368,0.4582285714285714,2,100K
48,RF,SimAndEmb,D-W(V2),RDGCN,0.7914774291219377,0.9946169145624352,0.6572428571428571,2,100K
0,MLP,OnlyEmb,D-W(V2),MultiKE,0.9056064073226544,0.9868412184930584,0.8367285714285714,2,100K
3,MLP,SimAndEmb,D-W(V2),MultiKE,0.9504107088530576,0.9888060277610512,0.9148857142857144,2,100K
45,RF,OnlyEmb,D-W(V2),MultiKE,0.9561826270461417,0.9543863144711374,0.9579857142857144,2,100K
48,RF,SimAndEmb,D-W(V2),MultiKE,0.9272132441684822,0.9892291993974829,0.8725142857142857,2,100K
0,MLP,OnlyEmb,D-W(V2),BootEA,0.9572359358129492,0.9997044871296368,0.9182285714285714,3,100K
3,MLP,SimAndEmb,D-W(V2),BootEA,0.9667131546130064,0.9997710587768434,0.9357714285714286,3,100K
45,RF,OnlyEmb,D-W(V2),BootEA,0.9183714462299136,0.9999495289367428,0.8491,3,100K
48,RF,SimAndEmb,D-W(V2),BootEA,0.9607908623338456,0.9998300869645808,0.9246857142857144,3,100K
0,MLP,OnlyEmb,D-W(V2),RDGCN,0.6233748446992301,0.9888271624096088,0.4551571428571429,3,100K
3,MLP,SimAndEmb,D-W(V2),RDGCN,0.7513911040226829,0.9892907139524032,0.6057285714285714,3,100K
45,RF,OnlyEmb,D-W(V2),RDGCN,0.6087162763118886,0.9874318691888426,0.43997142857142857,3,100K
48,RF,SimAndEmb,D-W(V2),RDGCN,0.7727089926736723,0.9957189851741696,0.6313142857142857,3,100K
0,MLP,OnlyEmb,D-W(V2),MultiKE,0.9277444868756698,0.983392531438994,0.8780571428571429,3,100K
3,MLP,SimAndEmb,D-W(V2),MultiKE,0.9243591112195568,0.9912831583423282,0.8659,3,100K
45,RF,OnlyEmb,D-W(V2),MultiKE,0.9569474401180612,0.9505807397383852,0.9634,3,100K
48,RF,SimAndEmb,D-W(V2),MultiKE,0.916027257605838,0.988306124811856,0.8536,3,100K
0,MLP,OnlyEmb,D-W(V2),BootEA,0.9691556052623832,0.9992413667536566,0.9408285714285716,4,100K
3,MLP,SimAndEmb,D-W(V2),BootEA,0.9644426037953526,0.9998006685270936,0.9315,4,100K
45,RF,OnlyEmb,D-W(V2),BootEA,0.919919163247046,0.9997820401046208,0.8518714285714286,4,100K
48,RF,SimAndEmb,D-W(V2),BootEA,0.9571758397259252,0.999844406410456,0.9179999999999999,4,100K
0,MLP,OnlyEmb,D-W(V2),RDGCN,0.6510043350526811,0.9859987825028264,0.4859142857142857,4,100K
3,MLP,SimAndEmb,D-W(V2),RDGCN,0.7706513122936609,0.9874104332685998,0.6319285714285714,4,100K
45,RF,OnlyEmb,D-W(V2),RDGCN,0.6301239182704007,0.9889089186959578,0.4623714285714285,4,100K
48,RF,SimAndEmb,D-W(V2),RDGCN,0.7830361779470313,0.9933245498462888,0.6462285714285714,4,100K
0,MLP,OnlyEmb,D-W(V2),MultiKE,0.9221027987655634,0.9853309074368888,0.8665,4,100K
3,MLP,SimAndEmb,D-W(V2),MultiKE,0.9338419700861156,0.9908784866944532,0.8830142857142858,4,100K
45,RF,OnlyEmb,D-W(V2),MultiKE,0.9539408236932608,0.9490046937736808,0.9589285714285716,4,100K
48,RF,SimAndEmb,D-W(V2),MultiKE,0.9319843115999308,0.9851043175199324,0.8843,4,100K
0,MLP,OnlyEmb,D-W(V2),BootEA,0.9622361868626989,0.9996920423749692,0.9274857142857142,5,100K
3,MLP,SimAndEmb,D-W(V2),BootEA,0.9643686491443446,0.999724002575976,0.9314285714285714,5,100K
45,RF,OnlyEmb,D-W(V2),BootEA,0.9214357236386044,0.9997492896540198,0.8545,5,100K
48,RF,SimAndEmb,D-W(V2),BootEA,0.9474570410571732,0.9998096265507505,0.9003142857142857,5,100K
0,MLP,OnlyEmb,D-W(V2),RDGCN,0.5778536230713305,0.9855676494902176,0.4087571428571429,5,100K
3,MLP,SimAndEmb,D-W(V2),RDGCN,0.7332740389366538,0.9879203079232128,0.583,5,100K
45,RF,OnlyEmb,D-W(V2),RDGCN,0.6018658497772119,0.9906037192247249,0.4322428571428572,5,100K
48,RF,SimAndEmb,D-W(V2),RDGCN,0.7689826541970882,0.9949195981039214,0.6266714285714285,5,100K
0,MLP,OnlyEmb,D-W(V2),MultiKE,0.92569732128657,0.9850743862929352,0.8730714285714286,5,100K
3,MLP,SimAndEmb,D-W(V2),MultiKE,0.941730773552258,0.9899214185603376,0.8980142857142858,5,100K
45,RF,OnlyEmb,D-W(V2),MultiKE,0.9573190234194534,0.952613338991442,0.9620714285714286,5,100K
48,RF,SimAndEmb,D-W(V2),MultiKE,0.9104861309473262,0.9905262627450322,0.8424142857142857,5,100K
0,MLP,OnlyEmb,D-Y(V1),BootEA,0.9577951068515984,0.9995030438563796,0.9194285714285716,1,100K
3,MLP,SimAndEmb,D-Y(V1),BootEA,0.9831685037540482,0.9997341917953868,0.9671428571428572,1,100K
45,RF,OnlyEmb,D-Y(V1),BootEA,0.9434779328555264,0.999664268585132,0.8932714285714286,1,100K
48,RF,SimAndEmb,D-Y(V1),BootEA,0.97656027306149,0.9998054445591824,0.9543714285714284,1,100K
0,MLP,OnlyEmb,D-Y(V1),RDGCN,0.9658783041663614,0.9907616043262732,0.9422142857142856,1,100K
3,MLP,SimAndEmb,D-Y(V1),RDGCN,0.9908992883329741,0.9972796990305309,0.9846,1,100K
45,RF,OnlyEmb,D-Y(V1),RDGCN,0.9684013099572872,0.9939392116463388,0.9441428571428572,1,100K
48,RF,SimAndEmb,D-Y(V1),RDGCN,0.9926125012575994,0.9986840963646354,0.9866142857142856,1,100K
0,MLP,OnlyEmb,D-Y(V1),MultiKE,0.9506991204011628,0.9968030590337088,0.9086714285714286,1,100K
3,MLP,SimAndEmb,D-Y(V1),MultiKE,0.9956238201475888,0.996707135494216,0.9945428571428572,1,100K
45,RF,OnlyEmb,D-Y(V1),MultiKE,0.9513001305726544,0.995689183912534,0.9107,1,100K
48,RF,SimAndEmb,D-Y(V1),MultiKE,0.9913728540154396,0.9995498373605948,0.9833285714285714,1,100K
0,MLP,OnlyEmb,D-Y(V1),BootEA,0.9625882335513404,0.9995231576194796,0.9282857142857144,2,100K
3,MLP,SimAndEmb,D-Y(V1),BootEA,0.9845982045741302,0.9997791064118046,0.9698714285714286,2,100K
45,RF,OnlyEmb,D-Y(V1),BootEA,0.9471436519751582,0.99974603980826,0.8998,2,100K
48,RF,SimAndEmb,D-Y(V1),BootEA,0.9777563639283704,0.9997760625830434,0.9566857142857144,2,100K
0,MLP,OnlyEmb,D-Y(V1),RDGCN,0.9746513565400079,0.9887263908282502,0.9609714285714286,2,100K
3,MLP,SimAndEmb,D-Y(V1),RDGCN,0.9918533458703284,0.9967109533907474,0.9870428571428572,2,100K
45,RF,OnlyEmb,D-Y(V1),RDGCN,0.9764045350816823,0.9905048871904168,0.9627,2,100K
48,RF,SimAndEmb,D-Y(V1),RDGCN,0.9927959375695806,0.9983387984456932,0.9873142857142856,2,100K
0,MLP,OnlyEmb,D-Y(V1),MultiKE,0.9554916857904626,0.9950347259818404,0.9189714285714286,2,100K
3,MLP,SimAndEmb,D-Y(V1),MultiKE,0.9933079836976444,0.999623848034606,0.9870714285714286,2,100K
45,RF,OnlyEmb,D-Y(V1),MultiKE,0.9551874869903952,0.9957839915679833,0.9177714285714286,2,100K
48,RF,SimAndEmb,D-Y(V1),MultiKE,0.9917569561930816,0.9996371816268776,0.9840000000000001,2,100K
0,MLP,OnlyEmb,D-Y(V1),BootEA,0.9593277260974232,0.9995200346813651,0.9222428571428573,3,100K
3,MLP,SimAndEmb,D-Y(V1),BootEA,0.9800728332119446,0.9997325408618128,0.9611714285714286,3,100K
45,RF,OnlyEmb,D-Y(V1),BootEA,0.9409006338017516,0.9997428396926934,0.8886,3,100K
48,RF,SimAndEmb,D-Y(V1),BootEA,0.9800796812749004,0.9997622479456736,0.9611571428571428,3,100K
0,MLP,OnlyEmb,D-Y(V1),RDGCN,0.9557767213163312,0.9922050367454875,0.9219285714285714,3,100K
3,MLP,SimAndEmb,D-Y(V1),RDGCN,0.9893236384579388,0.9971845294245699,0.9815857142857144,3,100K
45,RF,OnlyEmb,D-Y(V1),RDGCN,0.9625775642253894,0.9941242731451884,0.9329714285714286,3,100K
48,RF,SimAndEmb,D-Y(V1),RDGCN,0.9915662824000115,0.998999507003451,0.9842428571428572,3,100K
0,MLP,OnlyEmb,D-Y(V1),MultiKE,0.9459435096153846,0.9974968314321928,0.8994571428571428,3,100K
3,MLP,SimAndEmb,D-Y(V1),MultiKE,0.9889694204614364,0.999620570894869,0.9785428571428572,3,100K
45,RF,OnlyEmb,D-Y(V1),MultiKE,0.9564313967035984,0.9951816904236096,0.9205857142857145,3,100K
48,RF,SimAndEmb,D-Y(V1),MultiKE,0.9908493529699974,0.9995784148397976,0.9822714285714286,3,100K
0,MLP,OnlyEmb,D-Y(V1),BootEA,0.9585535755440076,0.9993334470090371,0.9209714285714286,4,100K
3,MLP,SimAndEmb,D-Y(V1),BootEA,0.9781809159636884,0.9998060743481114,0.9574714285714284,4,100K
45,RF,OnlyEmb,D-Y(V1),BootEA,0.9397575766752724,0.9996778506193322,0.8866142857142857,4,100K
48,RF,SimAndEmb,D-Y(V1),BootEA,0.975323819978046,0.9998349587396851,0.9519857142857144,4,100K
0,MLP,OnlyEmb,D-Y(V1),RDGCN,0.962773690470946,0.9904523068556064,0.9366,4,100K
3,MLP,SimAndEmb,D-Y(V1),RDGCN,0.9904870104189883,0.9971334674909154,0.9839285714285714,4,100K
45,RF,OnlyEmb,D-Y(V1),RDGCN,0.9700953439401028,0.9935747663551402,0.9477,4,100K
48,RF,SimAndEmb,D-Y(V1),RDGCN,0.9926032419221508,0.9989582579758374,0.9863285714285714,4,100K
0,MLP,OnlyEmb,D-Y(V1),MultiKE,0.9502688975201672,0.9957889793362554,0.9087285714285714,4,100K
3,MLP,SimAndEmb,D-Y(V1),MultiKE,0.99095061746185,0.9996365962147862,0.9824142857142856,4,100K
45,RF,OnlyEmb,D-Y(V1),MultiKE,0.9530976679097536,0.994995570613742,0.9145857142857144,4,100K
48,RF,SimAndEmb,D-Y(V1),MultiKE,0.9909443912138262,0.9995204115740672,0.9825142857142856,4,100K
0,MLP,OnlyEmb,D-Y(V1),BootEA,0.9586916929938674,0.9993645873692368,0.9212,5,100K
3,MLP,SimAndEmb,D-Y(V1),BootEA,0.9895959595959596,0.9996938775510203,0.9797,5,100K
45,RF,OnlyEmb,D-Y(V1),BootEA,0.9396575876664924,0.9997421974445322,0.8863857142857143,5,100K
48,RF,SimAndEmb,D-Y(V1),BootEA,0.9768886225969794,0.9998354746556184,0.9549714285714286,5,100K
0,MLP,OnlyEmb,D-Y(V1),RDGCN,0.9577699833856378,0.991257164692396,0.9264714285714286,5,100K
3,MLP,SimAndEmb,D-Y(V1),RDGCN,0.990105128518356,0.9960961785926,0.9841857142857144,5,100K
45,RF,OnlyEmb,D-Y(V1),RDGCN,0.9602748836178232,0.994596663095056,0.9282428571428571,5,100K
48,RF,SimAndEmb,D-Y(V1),RDGCN,0.991182927268147,0.9988394864727642,0.9836428571428572,5,100K
0,MLP,OnlyEmb,D-Y(V1),MultiKE,0.9441697599975954,0.9959417900510448,0.8975142857142857,5,100K
3,MLP,SimAndEmb,D-Y(V1),MultiKE,0.991582721898604,0.9996370552111612,0.9836571428571428,5,100K
45,RF,OnlyEmb,D-Y(V1),MultiKE,0.9529515077545916,0.9946094575281178,0.9146428571428572,5,100K
48,RF,SimAndEmb,D-Y(V1),MultiKE,0.9916197497444168,0.9995500595082586,0.9838142857142858,5,100K
0,MLP,OnlyEmb,D-Y(V2),BootEA,0.98134640418306,0.9994667219695736,0.9638714285714286,1,100K
3,MLP,SimAndEmb,D-Y(V2),BootEA,0.9934800267412354,0.9998697747102488,0.9871714285714286,1,100K
45,RF,OnlyEmb,D-Y(V2),BootEA,0.9590645883043806,0.999721055649398,0.9215857142857142,1,100K
48,RF,SimAndEmb,D-Y(V2),BootEA,0.9845903945584152,0.9998085447931548,0.9698285714285714,1,100K
0,MLP,OnlyEmb,D-Y(V2),RDGCN,0.9435210972359476,0.9912225508085319,0.9002,1,100K
3,MLP,SimAndEmb,D-Y(V2),RDGCN,0.9882641291810842,0.9974679860302678,0.9792285714285714,1,100K
45,RF,OnlyEmb,D-Y(V2),RDGCN,0.9744639305731332,0.9867740754302452,0.9624571428571428,1,100K
48,RF,SimAndEmb,D-Y(V2),RDGCN,0.9912781911601732,0.9987384356602188,0.9839285714285714,1,100K
0,MLP,OnlyEmb,D-Y(V2),MultiKE,0.954086529518991,0.9955282974924308,0.9159571428571428,1,100K
3,MLP,SimAndEmb,D-Y(V2),MultiKE,0.9966829546670469,0.9953693809218492,0.998,1,100K
45,RF,OnlyEmb,D-Y(V2),MultiKE,0.9778571737282642,0.986197076686136,0.9696571428571428,1,100K
48,RF,SimAndEmb,D-Y(V2),MultiKE,0.9929914099845452,0.9993489112348984,0.9867142857142858,1,100K
0,MLP,OnlyEmb,D-Y(V2),BootEA,0.980660370494332,0.9992882351196656,0.9627142857142856,2,100K
3,MLP,SimAndEmb,D-Y(V2),BootEA,0.9953152015611212,0.9997117615691701,0.9909571428571428,2,100K
45,RF,OnlyEmb,D-Y(V2),BootEA,0.9594954012570392,0.9995820562830872,0.9225,2,100K
48,RF,SimAndEmb,D-Y(V2),BootEA,0.9881213872832372,0.9996783625730994,0.9768285714285714,2,100K
0,MLP,OnlyEmb,D-Y(V2),RDGCN,0.9114659823457572,0.9930272509852798,0.8422857142857143,2,100K
3,MLP,SimAndEmb,D-Y(V2),RDGCN,0.9846781544337858,0.9974206407362898,0.9722571428571428,2,100K
45,RF,OnlyEmb,D-Y(V2),RDGCN,0.9646558986191992,0.9899270841163648,0.9406428571428572,2,100K
48,RF,SimAndEmb,D-Y(V2),RDGCN,0.9903747784614056,0.9989971221766808,0.9819,2,100K
0,MLP,OnlyEmb,D-Y(V2),MultiKE,0.9530274354350776,0.9960284085599476,0.9135857142857144,2,100K
3,MLP,SimAndEmb,D-Y(V2),MultiKE,0.9962832732975744,0.9988655781961258,0.9937142857142856,2,100K
45,RF,OnlyEmb,D-Y(V2),MultiKE,0.9783244786012638,0.9847171367787312,0.9720142857142856,2,100K
48,RF,SimAndEmb,D-Y(V2),MultiKE,0.9933470320290836,0.9991905876911514,0.9875714285714284,2,100K
0,MLP,OnlyEmb,D-Y(V2),BootEA,0.975374575675992,0.9995951295585412,0.9523,3,100K
3,MLP,SimAndEmb,D-Y(V2),BootEA,0.9939501932776732,0.9998554453728064,0.9881142857142856,3,100K
45,RF,OnlyEmb,D-Y(V2),BootEA,0.9559207288886238,0.9997348803842676,0.9157857142857144,3,100K
48,RF,SimAndEmb,D-Y(V2),BootEA,0.9860976351498124,0.99980912107597,0.9727571428571428,3,100K
0,MLP,OnlyEmb,D-Y(V2),RDGCN,0.9274643709979162,0.9916089374573128,0.8711142857142857,3,100K
3,MLP,SimAndEmb,D-Y(V2),RDGCN,0.985365783118592,0.997584399613504,0.9734428571428572,3,100K
45,RF,OnlyEmb,D-Y(V2),RDGCN,0.9668879977209476,0.9892972989132872,0.9454714285714284,3,100K
48,RF,SimAndEmb,D-Y(V2),RDGCN,0.9908962576704792,0.9992156179187728,0.9827142857142858,3,100K
0,MLP,OnlyEmb,D-Y(V2),MultiKE,0.9564849644979632,0.9950139701455674,0.9208285714285714,3,100K
3,MLP,SimAndEmb,D-Y(V2),MultiKE,0.9962909392945624,0.9987366849464526,0.9938571428571428,3,100K
45,RF,OnlyEmb,D-Y(V2),MultiKE,0.9789291435878648,0.9846091593566196,0.9733142857142856,3,100K
48,RF,SimAndEmb,D-Y(V2),MultiKE,0.9938660001149228,0.9994366115797988,0.9883571428571428,3,100K
0,MLP,OnlyEmb,D-Y(V2),BootEA,0.9784518904728916,0.99932970879571,0.9584285714285714,4,100K
3,MLP,SimAndEmb,D-Y(V2),BootEA,0.9931108873867396,0.9998696785403997,0.9864428571428572,4,100K
45,RF,OnlyEmb,D-Y(V2),BootEA,0.9560511643161692,0.9995947378265478,0.9161428571428571,4,100K
48,RF,SimAndEmb,D-Y(V2),BootEA,0.9837500453605256,0.9998229696835584,0.9681857142857144,4,100K
0,MLP,OnlyEmb,D-Y(V2),RDGCN,0.9040882826413246,0.9921484288323348,0.8303857142857143,4,100K
3,MLP,SimAndEmb,D-Y(V2),RDGCN,0.9856936416184972,0.9972222222222222,0.9744285714285714,4,100K
45,RF,OnlyEmb,D-Y(V2),RDGCN,0.9647045028142588,0.9904888032747412,0.9402285714285714,4,100K
48,RF,SimAndEmb,D-Y(V2),RDGCN,0.9893301590736934,0.9993150185819428,0.9795428571428572,4,100K
0,MLP,OnlyEmb,D-Y(V2),MultiKE,0.9484167632434858,0.9949486234214449,0.9060428571428571,4,100K
3,MLP,SimAndEmb,D-Y(V2),MultiKE,0.9951439248850538,0.9993517064526818,0.9909714285714286,4,100K
45,RF,OnlyEmb,D-Y(V2),MultiKE,0.9785698917019292,0.9825867780498344,0.9745857142857144,4,100K
48,RF,SimAndEmb,D-Y(V2),MultiKE,0.993367203949496,0.9994216059111876,0.9873857142857144,4,100K
0,MLP,OnlyEmb,D-Y(V2),BootEA,0.9799552944088888,0.9992872310410882,0.9613571428571428,5,100K
3,MLP,SimAndEmb,D-Y(V2),BootEA,0.9934732604945372,0.9997974537037037,0.9872285714285716,5,100K
45,RF,OnlyEmb,D-Y(V2),BootEA,0.9587598974015836,0.999596930470506,0.9211285714285714,5,100K
48,RF,SimAndEmb,D-Y(V2),BootEA,0.986750797774192,0.9997947123773772,0.9740428571428572,5,100K
0,MLP,OnlyEmb,D-Y(V2),RDGCN,0.9171328456384091,0.9923506718105628,0.8525142857142857,5,100K
