,model_name,vector_name,dataset,embed_model,fm,prec,rec,fold
3,MLP,SimAndEmb,imdb-tmdb,RDGCN,0.9963556851311952,0.9992690058479532,0.9934593023255814,2
45,RF,OnlyEmb,imdb-tmdb,RDGCN,0.8588429752066116,0.7877501516070345,0.9440406976744186,2
48,RF,SimAndEmb,imdb-tmdb,RDGCN,0.9956268221574344,0.9985380116959064,0.9927325581395348,2
0,MLP,OnlyEmb,imdb-tmdb,MultiKE,0.9070403280929596,0.8561290322580645,0.9643895348837208,2
3,MLP,SimAndEmb,imdb-tmdb,MultiKE,0.9970909090909092,0.9978165938864628,0.9963662790697676,2
45,RF,OnlyEmb,imdb-tmdb,MultiKE,0.9033333333333334,0.8343596059113301,0.9847383720930232,2
48,RF,SimAndEmb,imdb-tmdb,MultiKE,0.9974536194979994,0.9985433357611072,0.9963662790697676,2
0,MLP,OnlyEmb,imdb-tmdb,BootEA,0.8710732984293194,0.7922619047619047,0.967296511627907,3
3,MLP,SimAndEmb,imdb-tmdb,BootEA,0.9952572053994893,0.9992673992673992,0.9912790697674418,3
45,RF,OnlyEmb,imdb-tmdb,BootEA,0.8591256072172103,0.8220451527224436,0.8997093023255814,3
48,RF,SimAndEmb,imdb-tmdb,BootEA,0.9948867786705624,1.0,0.9898255813953488,3
0,MLP,OnlyEmb,imdb-tmdb,RDGCN,0.8864493996569468,0.8395061728395061,0.938953488372093,3
3,MLP,SimAndEmb,imdb-tmdb,RDGCN,0.9930631617378604,0.9977989728539984,0.9883720930232558,3
45,RF,OnlyEmb,imdb-tmdb,RDGCN,0.8890397013912453,0.8338637810311903,0.9520348837209304,3
48,RF,SimAndEmb,imdb-tmdb,RDGCN,0.9952537422416942,1.0,0.9905523255813954,3
0,MLP,OnlyEmb,imdb-tmdb,MultiKE,0.9056981006331224,0.8363076923076923,0.9876453488372092,3
3,MLP,SimAndEmb,imdb-tmdb,MultiKE,0.9963530269876004,1.0,0.9927325581395348,3
45,RF,OnlyEmb,imdb-tmdb,MultiKE,0.9125214408233276,0.8641975308641975,0.9665697674418604,3
48,RF,SimAndEmb,imdb-tmdb,MultiKE,0.9948867786705624,1.0,0.9898255813953488,3
0,MLP,OnlyEmb,imdb-tmdb,BootEA,0.8798646362098138,0.8243500317057705,0.9433962264150944,4
3,MLP,SimAndEmb,imdb-tmdb,BootEA,0.9934924078091106,0.989913544668588,0.9970972423802612,4
45,RF,OnlyEmb,imdb-tmdb,BootEA,0.8567502576434215,0.8134377038486628,0.904934687953556,4
48,RF,SimAndEmb,imdb-tmdb,BootEA,0.9949016751638748,0.9985380116959064,0.9912917271407836,4
0,MLP,OnlyEmb,imdb-tmdb,RDGCN,0.8672684720829155,0.8040917544947304,0.9412191582002902,4
3,MLP,SimAndEmb,imdb-tmdb,RDGCN,0.9938159330665696,0.9963530269876004,0.9912917271407836,4
45,RF,OnlyEmb,imdb-tmdb,RDGCN,0.8727272727272727,0.8140703517587939,0.9404934687953556,4
48,RF,SimAndEmb,imdb-tmdb,RDGCN,0.9960043588812204,0.9970909090909092,0.9949201741654572,4
0,MLP,OnlyEmb,imdb-tmdb,MultiKE,0.9157360406091372,0.8579581483830057,0.9818577648766328,4
3,MLP,SimAndEmb,imdb-tmdb,MultiKE,0.9974591651542648,0.9978213507625272,0.9970972423802612,4
45,RF,OnlyEmb,imdb-tmdb,MultiKE,0.9197382018601448,0.8754098360655738,0.9687953555878084,4
48,RF,SimAndEmb,imdb-tmdb,MultiKE,0.9963689179375452,0.9970930232558141,0.995645863570392,4
0,MLP,OnlyEmb,imdb-tmdb,BootEA,0.8693069306930693,0.7976983646274984,0.9550398839738942,5
3,MLP,SimAndEmb,imdb-tmdb,BootEA,0.994909090909091,0.9978118161925602,0.9920232052211748,5
45,RF,OnlyEmb,imdb-tmdb,BootEA,0.8571428571428571,0.7956521739130434,0.9289340101522844,5
48,RF,SimAndEmb,imdb-tmdb,BootEA,0.994535519125683,0.9992679355783308,0.9898477157360406,5
0,MLP,OnlyEmb,imdb-tmdb,RDGCN,0.8829317950458093,0.8297193877551021,0.9434372733865121,5
3,MLP,SimAndEmb,imdb-tmdb,RDGCN,0.9967403114813472,0.9956584659913168,0.997824510514866,5
45,RF,OnlyEmb,imdb-tmdb,RDGCN,0.8876139048261897,0.8301767676767676,0.9535895576504714,5
48,RF,SimAndEmb,imdb-tmdb,RDGCN,0.9956427015250544,0.9970909090909092,0.9941986947063092,5
0,MLP,OnlyEmb,imdb-tmdb,MultiKE,0.9181879648411088,0.8600379987333756,0.9847715736040608,5
3,MLP,SimAndEmb,imdb-tmdb,MultiKE,0.9970993473531544,0.9970993473531544,0.9970993473531544,5
45,RF,OnlyEmb,imdb-tmdb,MultiKE,0.9197717354817052,0.85625,0.9934735315445976,5
48,RF,SimAndEmb,imdb-tmdb,MultiKE,0.9974591651542648,0.998546511627907,0.9963741841914432,5
0,MLP,OnlyEmb,tmdb-tvdb,BootEA,0.8574938574938574,0.8260355029585799,0.8914431673052363,1
3,MLP,SimAndEmb,tmdb-tvdb,BootEA,0.9980806142034548,1.0,0.9961685823754788,1
45,RF,OnlyEmb,tmdb-tvdb,BootEA,0.8092290377039956,0.7233400402414487,0.9182630906768838,1
48,RF,SimAndEmb,tmdb-tvdb,BootEA,0.9948717948717948,0.9987129987129988,0.9910600255427842,1
0,MLP,OnlyEmb,tmdb-tvdb,RDGCN,0.8675577156743621,0.8273464658169177,0.9118773946360154,1
3,MLP,SimAndEmb,tmdb-tvdb,RDGCN,0.996796925048046,1.0,0.9936143039591316,1
45,RF,OnlyEmb,tmdb-tvdb,RDGCN,0.8133333333333335,0.7739331026528259,0.8569604086845466,1
48,RF,SimAndEmb,tmdb-tvdb,RDGCN,0.9980806142034548,1.0,0.9961685823754788,1
0,MLP,OnlyEmb,tmdb-tvdb,MultiKE,0.8709677419354839,0.8181818181818182,0.9310344827586208,1
3,MLP,SimAndEmb,tmdb-tvdb,MultiKE,0.996796925048046,1.0,0.9936143039591316,1
45,RF,OnlyEmb,tmdb-tvdb,MultiKE,0.8869361452841241,0.8192640692640693,0.9667943805874839,1
48,RF,SimAndEmb,tmdb-tvdb,MultiKE,0.9980806142034548,1.0,0.9961685823754788,1
0,MLP,OnlyEmb,tmdb-tvdb,BootEA,0.8755868544600939,0.7995712754555199,0.96757457846952,2
3,MLP,SimAndEmb,tmdb-tvdb,BootEA,0.9967511371020144,0.9986979166666666,0.9948119325551232,2
45,RF,OnlyEmb,tmdb-tvdb,BootEA,0.8593563766388557,0.7949283351708929,0.9351491569390402,2
48,RF,SimAndEmb,tmdb-tvdb,BootEA,0.9954397394136808,1.0,0.9909208819714656,2
0,MLP,OnlyEmb,tmdb-tvdb,RDGCN,0.8473967684021544,0.7866666666666666,0.9182879377431906,2
3,MLP,SimAndEmb,tmdb-tvdb,RDGCN,0.9921875,0.996078431372549,0.9883268482490272,2
45,RF,OnlyEmb,tmdb-tvdb,RDGCN,0.8267762771579567,0.7553648068669528,0.913099870298314,2
48,RF,SimAndEmb,tmdb-tvdb,RDGCN,0.9909208819714656,0.9909208819714656,0.9909208819714656,2
0,MLP,OnlyEmb,tmdb-tvdb,MultiKE,0.8617326448651751,0.772633744855967,0.974059662775616,2
3,MLP,SimAndEmb,tmdb-tvdb,MultiKE,0.9960988296488948,0.998696219035202,0.993514915693904,2
45,RF,OnlyEmb,tmdb-tvdb,MultiKE,0.8598979013045944,0.7641129032258065,0.9831387808041504,2
48,RF,SimAndEmb,tmdb-tvdb,MultiKE,0.9947916666666669,0.9986928104575163,0.9909208819714656,2
0,MLP,OnlyEmb,tmdb-tvdb,BootEA,0.8796185935637665,0.8145695364238411,0.955958549222798,3
3,MLP,SimAndEmb,tmdb-tvdb,BootEA,0.9948119325551232,0.9961038961038962,0.993523316062176,3
45,RF,OnlyEmb,tmdb-tvdb,BootEA,0.8456057007125891,0.7807017543859649,0.922279792746114,3
48,RF,SimAndEmb,tmdb-tvdb,BootEA,0.9928338762214984,0.9986893840104848,0.9870466321243524,3
0,MLP,OnlyEmb,tmdb-tvdb,RDGCN,0.8564447159437997,0.8104046242774566,0.9080310880829016,3
3,MLP,SimAndEmb,tmdb-tvdb,RDGCN,0.9941444372153546,0.9986928104575163,0.9896373056994818,3
45,RF,OnlyEmb,tmdb-tvdb,RDGCN,0.8385167464114832,0.7788888888888889,0.9080310880829016,3
48,RF,SimAndEmb,tmdb-tvdb,RDGCN,0.9941368078175896,1.0,0.9883419689119172,3
0,MLP,OnlyEmb,tmdb-tvdb,MultiKE,0.8762254901960785,0.8313953488372093,0.9261658031088082,3
3,MLP,SimAndEmb,tmdb-tvdb,MultiKE,0.9947984395318594,0.9986945169712794,0.9909326424870466,3
45,RF,OnlyEmb,tmdb-tvdb,MultiKE,0.8783008036739379,0.788659793814433,0.9909326424870466,3
48,RF,SimAndEmb,tmdb-tvdb,MultiKE,0.9941444372153546,0.9986928104575163,0.9896373056994818,3
0,MLP,OnlyEmb,tmdb-tvdb,BootEA,0.8714034057545508,0.7902023429179978,0.9712041884816754,4
3,MLP,SimAndEmb,tmdb-tvdb,BootEA,0.9928338762214984,0.9883268482490272,0.9973821989528796,4
45,RF,OnlyEmb,tmdb-tvdb,BootEA,0.8476585655008891,0.7746478873239436,0.9358638743455496,4
48,RF,SimAndEmb,tmdb-tvdb,BootEA,0.9934469200524244,0.994750656167979,0.9921465968586388,4
0,MLP,OnlyEmb,tmdb-tvdb,RDGCN,0.8644688644688645,0.8100686498855835,0.9267015706806284,4
3,MLP,SimAndEmb,tmdb-tvdb,RDGCN,0.9928151534944482,0.9908735332464146,0.9947643979057592,4
45,RF,OnlyEmb,tmdb-tvdb,RDGCN,0.8561194029850746,0.7870472008781558,0.93848167539267,4
48,RF,SimAndEmb,tmdb-tvdb,RDGCN,0.9947643979057592,0.9947643979057592,0.9947643979057592,4
0,MLP,OnlyEmb,tmdb-tvdb,MultiKE,0.8708074534161491,0.8286052009456265,0.9175392670157068,4
3,MLP,SimAndEmb,tmdb-tvdb,MultiKE,0.9934810951760106,0.9896103896103896,0.9973821989528796,4
45,RF,OnlyEmb,tmdb-tvdb,MultiKE,0.8794408852649972,0.7922350472193075,0.988219895287958,4
48,RF,SimAndEmb,tmdb-tvdb,MultiKE,0.9947643979057592,0.9947643979057592,0.9947643979057592,4
0,MLP,OnlyEmb,tmdb-tvdb,BootEA,0.8871915393654524,0.8127018299246501,0.9767141009055628,5
3,MLP,SimAndEmb,tmdb-tvdb,BootEA,0.9974059662775616,1.0,0.9948253557567918,5
45,RF,OnlyEmb,tmdb-tvdb,BootEA,0.8593471810089022,0.7938596491228069,0.9366106080206986,5
48,RF,SimAndEmb,tmdb-tvdb,BootEA,0.9967553536664504,1.0,0.9935316946959896,5
0,MLP,OnlyEmb,tmdb-tvdb,RDGCN,0.8472385428907168,0.7761033369214209,0.9327296248382924,5
3,MLP,SimAndEmb,tmdb-tvdb,RDGCN,0.9961139896373058,0.9974059662775616,0.9948253557567918,5
45,RF,OnlyEmb,tmdb-tvdb,RDGCN,0.8199879590608068,0.7668918918918919,0.8809831824062095,5
48,RF,SimAndEmb,tmdb-tvdb,RDGCN,0.9961089494163424,0.9986996098829648,0.9935316946959896,5
0,MLP,OnlyEmb,tmdb-tvdb,MultiKE,0.8749266001174397,0.8010752688172043,0.9637774902975421,5
3,MLP,SimAndEmb,tmdb-tvdb,MultiKE,0.9980557355800388,1.0,0.9961190168175936,5
45,RF,OnlyEmb,tmdb-tvdb,MultiKE,0.8809248554913295,0.7962382445141066,0.9857697283311772,5
48,RF,SimAndEmb,tmdb-tvdb,MultiKE,0.9980557355800388,1.0,0.9961190168175936,5
0,MLP,OnlyEmb,imdb-tvdb,BootEA,0.8290451686678102,0.7435897435897436,0.9366925064599484,1
3,MLP,SimAndEmb,imdb-tvdb,BootEA,0.9928710304601426,0.9960988296488946,0.9896640826873384,1
45,RF,OnlyEmb,imdb-tvdb,BootEA,0.7983104540654699,0.675,0.9767441860465116,1
48,RF,SimAndEmb,imdb-tvdb,BootEA,0.9935064935064936,0.9986945169712794,0.9883720930232558,1
0,MLP,OnlyEmb,imdb-tvdb,RDGCN,0.8112874779541447,0.7443365695792881,0.8914728682170543,1
3,MLP,SimAndEmb,imdb-tvdb,RDGCN,0.9869281045751636,0.9986772486772488,0.975452196382429,1
45,RF,OnlyEmb,imdb-tvdb,RDGCN,0.7822172200337648,0.6929212362911267,0.8979328165374677,1
48,RF,SimAndEmb,imdb-tvdb,RDGCN,0.9948119325551232,0.9986979166666666,0.9909560723514212,1
0,MLP,OnlyEmb,imdb-tvdb,MultiKE,0.8940036341611146,0.8415051311288484,0.9534883720930232,1
3,MLP,SimAndEmb,imdb-tvdb,MultiKE,0.9948051948051948,1.0,0.9896640826873384,1
45,RF,OnlyEmb,imdb-tvdb,MultiKE,0.8577929465301478,0.7662601626016259,0.9741602067183462,1
48,RF,SimAndEmb,imdb-tvdb,MultiKE,0.9941596365996108,0.998696219035202,0.9896640826873384,1
0,MLP,OnlyEmb,imdb-tvdb,BootEA,0.8247078464106846,0.7432296890672017,0.92625,2
3,MLP,SimAndEmb,imdb-tvdb,BootEA,0.995,0.995,0.995,2
45,RF,OnlyEmb,imdb-tvdb,BootEA,0.7736842105263158,0.6681818181818182,0.91875,2
48,RF,SimAndEmb,imdb-tvdb,BootEA,0.9943644333124608,0.9962358845671268,0.9925,2
0,MLP,OnlyEmb,imdb-tvdb,RDGCN,0.7967032967032966,0.7107843137254902,0.90625,2
3,MLP,SimAndEmb,imdb-tvdb,RDGCN,0.99812382739212,0.9987484355444304,0.9975,2
45,RF,OnlyEmb,imdb-tvdb,RDGCN,0.7651226158038147,0.6782608695652174,0.8775,2
48,RF,SimAndEmb,imdb-tvdb,RDGCN,0.9949937421777222,0.9962406015037594,0.99375,2
0,MLP,OnlyEmb,imdb-tvdb,MultiKE,0.8292945611200858,0.7284768211920529,0.9625,2
3,MLP,SimAndEmb,imdb-tvdb,MultiKE,0.9943573667711598,0.9974842767295596,0.99125,2
45,RF,OnlyEmb,imdb-tvdb,MultiKE,0.8262960983431319,0.7217553688141923,0.96625,2
48,RF,SimAndEmb,imdb-tvdb,MultiKE,0.9949937421777222,0.9962406015037594,0.99375,2
0,MLP,OnlyEmb,imdb-tvdb,BootEA,0.8143435511856564,0.7371727748691099,0.909560723514212,3
3,MLP,SimAndEmb,imdb-tvdb,BootEA,0.9974193548387096,0.9961340206185568,0.9987080103359172,3
45,RF,OnlyEmb,imdb-tvdb,BootEA,0.7864443249058634,0.6737327188940092,0.9444444444444444,3
48,RF,SimAndEmb,imdb-tvdb,BootEA,0.9974093264248703,1.0,0.9948320413436692,3
0,MLP,OnlyEmb,imdb-tvdb,RDGCN,0.8028004667444574,0.7319148936170212,0.8888888888888888,3
3,MLP,SimAndEmb,imdb-tvdb,RDGCN,0.9967679379444084,0.9974126778783958,0.996124031007752,3
45,RF,OnlyEmb,imdb-tvdb,RDGCN,0.7973048848961258,0.70506454816286,0.9173126614987079,3
48,RF,SimAndEmb,imdb-tvdb,RDGCN,0.998063266623628,0.9974193548387096,0.9987080103359172,3
0,MLP,OnlyEmb,imdb-tvdb,MultiKE,0.8807017543859649,0.8044871794871795,0.9728682170542636,3
3,MLP,SimAndEmb,imdb-tvdb,MultiKE,0.9980607627666449,0.998706338939198,0.9974160206718348,3
45,RF,OnlyEmb,imdb-tvdb,MultiKE,0.8471232876712328,0.7354900095147479,0.9987080103359172,3
48,RF,SimAndEmb,imdb-tvdb,MultiKE,0.9980582524271844,1.0,0.996124031007752,3
0,MLP,OnlyEmb,imdb-tvdb,BootEA,0.8309290248124641,0.7507820646506778,0.9302325581395348,4
3,MLP,SimAndEmb,imdb-tvdb,BootEA,0.9974193548387096,0.9961340206185568,0.9987080103359172,4
45,RF,OnlyEmb,imdb-tvdb,BootEA,0.7995666305525461,0.6884328358208955,0.9534883720930232,4
48,RF,SimAndEmb,imdb-tvdb,BootEA,0.9954751131221721,0.9961190168175936,0.9948320413436692,4
0,MLP,OnlyEmb,imdb-tvdb,RDGCN,0.8178041543026707,0.7563117453347971,0.8901808785529716,4
3,MLP,SimAndEmb,imdb-tvdb,RDGCN,0.9961139896373058,0.9987012987012988,0.9935400516795866,4
45,RF,OnlyEmb,imdb-tvdb,RDGCN,0.8237367802585195,0.7553879310344828,0.9056847545219638,4
48,RF,SimAndEmb,imdb-tvdb,RDGCN,0.9954751131221721,0.9961190168175936,0.9948320413436692,4
0,MLP,OnlyEmb,imdb-tvdb,MultiKE,0.8975903614457831,0.8408577878103838,0.962532299741602,4
3,MLP,SimAndEmb,imdb-tvdb,MultiKE,0.9980582524271844,1.0,0.996124031007752,4
45,RF,OnlyEmb,imdb-tvdb,MultiKE,0.8508722566122678,0.7537387836490529,0.9767441860465116,4
48,RF,SimAndEmb,imdb-tvdb,MultiKE,0.9954751131221721,0.9961190168175936,0.9948320413436692,4
0,MLP,OnlyEmb,imdb-tvdb,BootEA,0.8046783625730993,0.7226890756302521,0.907651715039578,5
3,MLP,SimAndEmb,imdb-tvdb,BootEA,0.9960422163588392,0.9960422163588392,0.9960422163588392,5
45,RF,OnlyEmb,imdb-tvdb,BootEA,0.7710970464135022,0.6423550087873462,0.9643799472295514,5
48,RF,SimAndEmb,imdb-tvdb,BootEA,0.9960317460317459,0.9986737400530504,0.9934036939313984,5
0,MLP,OnlyEmb,imdb-tvdb,RDGCN,0.8088410991636801,0.7390829694323144,0.8931398416886543,5
3,MLP,SimAndEmb,imdb-tvdb,RDGCN,0.9933862433862434,0.9960212201591512,0.9907651715039578,5
45,RF,OnlyEmb,imdb-tvdb,RDGCN,0.7902217168845936,0.6943056943056943,0.9168865435356199,5
48,RF,SimAndEmb,imdb-tvdb,RDGCN,0.9966953073364176,0.9986754966887416,0.9947229551451188,5
0,MLP,OnlyEmb,imdb-tvdb,MultiKE,0.8616891064871479,0.8036529680365296,0.9287598944591028,5
3,MLP,SimAndEmb,imdb-tvdb,MultiKE,0.9986824769433464,0.9973684210526316,1.0,5
45,RF,OnlyEmb,imdb-tvdb,MultiKE,0.8378830083565458,0.7251687560270009,0.992084432717678,5
48,RF,SimAndEmb,imdb-tvdb,MultiKE,0.9966953073364176,0.9986754966887416,0.9947229551451188,5
425,MLP,OnlySim,abt-buy,,0.9825636224273504,0.9855784391928974,0.9795740982181661,1
426,MLP,OnlySim,abt-buy,,0.9761332225484605,0.9849760804773365,0.9674479166666666,2
427,MLP,OnlySim,abt-buy,,0.9807929861283688,0.9863986065584375,0.9752604166666666,3
428,MLP,OnlySim,abt-buy,,0.9726863183133316,0.9793281429468319,0.9661458333333334,4
429,MLP,OnlySim,abt-buy,,0.9751803883482489,0.9871068829245075,0.9635416666666666,5
430,MLP,OnlySim,amazon-google,,0.985271900864118,0.9903785533097281,0.9802197802197802,1
431,MLP,OnlySim,amazon-google,,0.9819183981725536,0.9792373144822243,0.9846153846153848,2
432,MLP,OnlySim,amazon-google,,0.9850370249647886,0.981456111475805,0.9886446886446887,3
433,MLP,OnlySim,amazon-google,,0.9850839408935129,0.9903776274035273,0.9798534798534799,4
434,MLP,OnlySim,amazon-google,,0.9891526140529994,0.9929879615897118,0.9853479853479854,5
435,MLP,OnlySim,dblp-acm,,0.9976479268841271,0.995945089295473,0.9993573264781492,1
436,MLP,OnlySim,dblp-acm,,0.996780424983902,0.999354422207876,0.9942196531791908,2
437,MLP,OnlySim,dblp-acm,,0.9977474367447229,0.9997852233676975,0.9957182616142153,3
438,MLP,OnlySim,dblp-acm,,0.9958078039342148,1.0,0.9916506101477202,4
439,MLP,OnlySim,dblp-acm,,0.9967824967824969,0.9987105093488072,0.9948619139370584,5
440,MLP,OnlySim,dblp-scholar,,0.9973262032085559,0.9978598180845372,0.9967931587386424,1
441,MLP,OnlySim,dblp-scholar,,0.9968310604978946,0.9991947029219669,0.994478582242408,2
442,MLP,OnlySim,dblp-scholar,,0.997996515397138,0.997863247761625,0.9981298423724286,3
443,MLP,OnlySim,dblp-scholar,,0.9976380090179721,0.9984835363520107,0.9967940154955918,4
444,MLP,OnlySim,dblp-scholar,,0.9961589835325229,0.999193620591515,0.9931427553655713,5
445,MLP,OnlySim,imdb-tmdb,,0.9948905109489049,1.0,0.9898329702251272,1
446,MLP,OnlySim,imdb-tmdb,,0.9925780532497807,0.9970667304489756,0.9881298449612403,2
447,MLP,OnlySim,imdb-tmdb,,0.9914779644509375,0.9965736661771903,0.9864341085271319,3
448,MLP,OnlySim,imdb-tmdb,,0.9922349236527626,0.9953749962232897,0.9891146589259797,4
449,MLP,OnlySim,imdb-tmdb,,0.9918540735353587,0.9977984341787303,0.9859801788735799,5
450,MLP,OnlySim,imdb-tvdb,,0.993729822662473,0.9978292952339562,0.9896640826873385,1
451,MLP,OnlySim,imdb-tvdb,,0.9404296999574632,0.9881118997604325,0.9054166666666666,2
452,MLP,OnlySim,imdb-tvdb,,0.9156172620300601,0.990546489886257,0.8522825150732128,3
453,MLP,OnlySim,imdb-tvdb,,0.9933262492152699,0.9931127226251008,0.9935400516795866,4
454,MLP,OnlySim,imdb-tvdb,,0.9949231726916611,0.998670798298746,0.9912049252418645,5
455,MLP,OnlySim,tmdb-tvdb,,0.8413511362197461,0.9965841067904563,0.7445721583652619,1
456,MLP,OnlySim,tmdb-tvdb,,0.984398422460874,0.9851326543629743,0.98400345871163,2
457,MLP,OnlySim,tmdb-tvdb,,0.9305385741606335,0.9856612199535685,0.8847150259067357,3
458,MLP,OnlySim,tmdb-tvdb,,0.8931161434518445,0.9727801162824203,0.8507853403141361,4
459,MLP,OnlySim,tmdb-tvdb,,0.8038217305847506,0.9962672465327332,0.6748598533850797,5
540,RF,OnlySim,abt-buy,,0.9804941482444732,0.9779507133592736,0.9830508474576272,1
541,RF,OnlySim,abt-buy,,0.9811074918566774,0.9817470664928291,0.98046875,2
542,RF,OnlySim,abt-buy,,0.9794595510576594,0.9758728312234736,0.9830729166666666,3
543,RF,OnlySim,abt-buy,,0.9680365296803654,0.9699346405228758,0.9661458333333334,4
544,RF,OnlySim,abt-buy,,0.9737876802096984,0.9802110817941952,0.9674479166666666,5
545,RF,OnlySim,amazon-google,,0.9809243628453838,0.9823659026627617,0.9794871794871796,1
546,RF,OnlySim,amazon-google,,0.9781420765027322,0.9728260869565216,0.9835164835164836,2
547,RF,OnlySim,amazon-google,,0.9824945295404816,0.9782135076252724,0.9868131868131867,3
548,RF,OnlySim,amazon-google,,0.9834070796460176,0.989977728285078,0.9769230769230767,4
549,RF,OnlySim,amazon-google,,0.9868978826649899,0.9944217165684556,0.9794871794871796,5
550,RF,OnlySim,dblp-acm,,0.9958373358949727,0.99234205488194,0.9993573264781492,1
551,RF,OnlySim,dblp-acm,,0.996780424983902,0.999354422207876,0.9942196531791908,2
552,RF,OnlySim,dblp-acm,,0.9977499196399872,0.9987129987129988,0.9967886962106616,3
553,RF,OnlySim,dblp-acm,,0.9964550435062843,1.0,0.9929351316634554,4
554,RF,OnlySim,dblp-acm,,0.9971070395371262,0.9980694980694981,0.9961464354527938,5
555,RF,OnlySim,dblp-scholar,,0.9978603904787376,0.998661670235546,0.9970603955104224,1
556,RF,OnlySim,dblp-scholar,,0.9979497196768943,0.9989292406361109,0.9969721257458367,2
557,RF,OnlySim,dblp-scholar,,0.9978188332441236,0.9975080257689495,0.9981298423724284,3
558,RF,OnlySim,dblp-scholar,,0.9980406087801216,0.9981295091891704,0.9979517321221837,4
559,RF,OnlySim,dblp-scholar,,0.9962483011459563,0.9992832022451923,0.9932318104906939,5
560,RF,OnlySim,imdb-tmdb,,0.9934306569343064,0.9985326485693324,0.9883805374001452,1
561,RF,OnlySim,imdb-tmdb,,0.994771917630182,0.998535513092938,0.9910368217054263,2
562,RF,OnlySim,imdb-tmdb,,0.9945195469492144,1.0,0.9890988372093025,3
563,RF,OnlySim,imdb-tmdb,,0.9959985449254273,0.99854121079504,0.993468795355588,4
564,RF,OnlySim,imdb-tmdb,,0.994901675163875,0.9992684711046086,0.990572878897752,5
565,RF,OnlySim,imdb-tvdb,,0.9948119325551232,0.9986979166666666,0.9909560723514211,1
566,RF,OnlySim,imdb-tvdb,,0.9943644333124609,0.9962358845671268,0.9925,2
567,RF,OnlySim,imdb-tvdb,,0.9980582524271844,1.0,0.996124031007752,3
568,RF,OnlySim,imdb-tvdb,,0.9948320413436692,0.9948320413436692,0.9948320413436692,4
569,RF,OnlySim,imdb-tvdb,,0.9960317460317459,0.9986737400530504,0.9934036939313984,5
570,RF,OnlySim,tmdb-tvdb,,0.996796925048046,1.0,0.9936143039591316,1
571,RF,OnlySim,tmdb-tvdb,,0.9954397394136808,1.0,0.9909208819714656,2
572,RF,OnlySim,tmdb-tvdb,,0.9902534113060429,0.9934810951760104,0.9870466321243524,3
573,RF,OnlySim,tmdb-tvdb,,0.9941060903732809,0.9947575360419396,0.9934554973821991,4
574,RF,OnlySim,tmdb-tvdb,,0.9974059662775616,1.0,0.9948253557567918,5
